inputs,context,topic,org_label,set-0,id,label
"('He come of the old masterful Baskerville strain and be the very image , they tell me , of the family picture of old Hugo .',)",,,0,test,7713,0
"('He make England too hot to hold him , flee to Central America , and die there in 1876 of yellow fever .',)",,,0,test,7714,0
"('Henry be the last of the Baskervilles .',)",,,0,test,7715,0
"('In one hour and five minute I meet him at Waterloo Station .',)",,,0,test,7716,0
"('I have have a wire that he arrive at Southampton this morning .',)",,,0,test,7717,0
"(""Now , Mr. Holmes , what would you advise me to do with him ? ''"",)",,,0,test,7718,0
"(""`` Why should he not go to the home of his father ? ''"",)",,,1,test,7719,1
"('`` It seem natural , do it not ?',)",,,0,test,7720,0
"('And yet , consider that every Baskerville who go there meet with an evil fate .',)",,,0,test,7721,0
"('I feel sure that if Sir Charles could have speak with me before his death he would have warn me against bring this , the last of the old race , and the heir to great wealth , to that deadly place .',)",,,0,test,7722,0
"('And yet it can not be deny that the prosperity of the whole poor , bleak countryside depend upon his presence .',)",,,1,test,7723,1
"('All the good work which have be do by Sir Charles will crash to the ground if there be no tenant of the Hall .',)",,,1,test,7724,1
"(""I fear l I should be sway too much by my own obvious interest in the matter , and that be why I bring the case before you and ask for your advice . ''"",)",,,0,test,7725,0
"('Holmes consider for a little time .',)",,,0,test,7726,0
"(""`` Put into plain word , the matter be this , '' say he ."",)",,,0,test,7727,0
"(""`` In your opinion there be a diabolical agency which make Dartmoor an unsafe abode for a Baskerville -- that be your opinion ? ''"",)",,,1,test,7728,1
"(""`` At least I might go the length of say that there be some evidence that this may be so . ''"",)",,,0,test,7729,0
"('`` Exactly .',)",,,0,test,7730,0
"('But surely , if your supernatural theory be correct , it could work the young man evil in London as easily as in Devonshire .',)",,,0,test,7731,0
"(""A devil with merely local power like a parish vestry would be too inconceivable a thing . ''"",)",,,1,test,7732,1
"('`` You put the matter more flippantly , Mr. Holmes , than you would probably do if you be bring into personal contact with these thing .',)",,,0,test,7733,0
"('Your advice , then , as I understand it , be that the young man will be as safe in Devonshire as in London .',)",,,0,test,7734,0
"('He come in fifty minute .',)",,,0,test,7735,0
"(""What would you recommend ? ''"",)",,,0,test,7736,0
"(""`` I recommend , sir , that you take a cab , call off your spaniel who be scratch at my front door , and proceed to Waterloo to meet Sir Henry Baskerville . ''"",)",,,0,test,7737,0
"(""`` And then ? ''"",)",,,0,test,7738,0
"(""`` And then you will say nothing to him at all until I have make up my mind about the matter . ''"",)",,,1,test,7739,1
"(""`` How long will it take you to make up your mind ? ''"",)",,,0,test,7740,0
"('`` Twenty-four hour .',)",,,0,test,7741,0
"(""At ten o'clock tomorrow , Dr. Mortimer , I will be much oblige to you if you will call upon me here , and it will be of help to me in my plan for the future if you will bring Sir Henry Baskerville with you . ''"",)",,,0,test,7742,0
"(""`` I will do so , Mr. Holmes . ''"",)",,,0,test,7743,0
"('He scribble the appointment on his shirt-cuff and hurry off in his strange , peering , absent-minded fashion .',)",,,0,test,7744,0
"('Holmes stop him at the head of the stair .',)",,,0,test,7745,0
"('`` Only one more question , Dr. Mortimer .',)",,,0,test,7746,0
"(""You say that before Sir Charles Baskerville 's death several people see this apparition upon the moor ? ''"",)",,,0,test,7747,0
"(""`` Three people do . ''"",)",,,0,test,7748,0
"(""`` Did any see it after ? ''"",)",,,0,test,7749,0
"(""`` I have not hear of any . ''"",)",,,1,test,7750,1
"('`` Thank you .',)",,,0,test,7751,0
"(""Good-morning . ''"",)",,,0,test,7752,0
"('Holmes return to his seat with that quiet look of inward satisfaction which mean that he have a congenial task before him .',)",,,0,test,7753,0
"(""`` Go out , Watson ? ''"",)",,,0,test,7754,0
"(""`` Unless I can help you . ''"",)",,,0,test,7755,0
"('`` No , my dear fellow , it be at the hour of action that I turn to you for aid .',)",,,1,test,7756,1
"('But this be splendid , really unique from some point of view .',)",,,0,test,7757,0
"(""When you pass Bradley 's , would you ask him to send up a pound of the strong shag tobacco ?"",)",,,0,test,7758,0
"('Thank you .',)",,,0,test,7759,0
"('It would be as well if you could make it convenient not to return before evening .',)",,,1,test,7760,1
"(""Then I should be very glad to compare impression as to this most interesting problem which have be submit to us this morning . ''"",)",,,0,test,7761,0
"('I know that seclusion and solitude be very necessary for my friend in those hour of intense mental concentration during which he weigh every particle of evidence , construct alternative theory , balance one against the other , and make up his mind as to which point be essential and which immaterial .',)",,,1,test,7762,1
"('I therefore spend the day at my club and do not return to Baker Street until evening .',)",,,1,test,7763,1
"(""It be nearly nine o'clock when I find myself in the sitting-room once more ."",)",,,0,test,7764,0
"('My first impression as I open the door be that a fire have break out , for the room be so fill with smoke that the light of the lamp upon the table be blur by it .',)",,,0,test,7765,0
"('As I enter , however , my fear be set at rest , for it be the acrid fume of strong coarse tobacco which take me by the throat and set me cough .',)",,,0,test,7766,0
"('Through the haze I have a vague vision of Holmes in his dressing-gown coil up in an armchair with his black clay pipe between his lip .',)",,,0,test,7767,0
"('Several roll of paper lie around him .',)",,,0,test,7768,0
"(""`` Caught cold , Watson ? '' say he ."",)",,,0,test,7769,0
"(""`` No , it ' this poisonous atmosphere . ''"",)",,,1,test,7770,1
"(""`` I suppose it be pretty thick , now that you mention it . ''"",)",,,0,test,7771,0
"('`` Thick !',)",,,0,test,7772,0
"(""It be intolerable . ''"",)",,,1,test,7773,1
"('`` Open the window , then !',)",,,0,test,7774,0
"(""You have be at your club all day , I perceive . ''"",)",,,0,test,7775,0
"(""`` My dear Holmes ! ''"",)",,,0,test,7776,0
"(""`` Be I right ? ''"",)",,,0,test,7777,0
"(""`` Certainly , but how ? ''"",)",,,0,test,7778,0
"('He laugh at my bewilder expression .',)",,,0,test,7779,0
"('`` There be a delightful freshness about you , Watson , which make it a pleasure to exercise any small power which I possess at your expense .',)",,,0,test,7780,0
"('A gentleman go forth on a showery and miry day .',)",,,0,test,7781,0
"('He return immaculate in the evening with the gloss still on his hat and his boot .',)",,,0,test,7782,0
"('He have be a fixture therefore all day .',)",,,0,test,7783,0
"('He be not a man with intimate friend .',)",,,1,test,7784,1
"('Where , then , could he have be ?',)",,,0,test,7785,0
"(""Be it not obvious ? ''"",)",,,1,test,7786,1
"(""`` Well , it be rather obvious . ''"",)",,,0,test,7787,0
"('`` The world be full of obvious thing which nobody by any chance ever observe .',)",,,1,test,7788,1
"(""Where do you think that I have be ? ''"",)",,,0,test,7789,0
"(""`` A fixture also . ''"",)",,,0,test,7790,0
"(""`` On the contrary , I have be to Devonshire . ''"",)",,,1,test,7791,1
"(""`` In spirit ? ''"",)",,,0,test,7792,0
"('`` Exactly .',)",,,0,test,7793,0
"('My body have remain in this armchair and have , I regret to observe , consume in my absence two large pot of coffee and an incredible amount of tobacco .',)",,,1,test,7794,1
"(""After you leave I send down to Stamford 's for the Ordnance map of this portion of the moor , and my spirit have hover over it all day ."",)",,,0,test,7795,0
"(""I flatter myself that I could find my way about . ''"",)",,,0,test,7796,0
"(""`` A large-scale map , I presume ? ''"",)",,,0,test,7797,0
"(""`` Very large . ''"",)",,,0,test,7798,0
"('He unroll one section and hold it over his knee .',)",,,0,test,7799,0
"('`` Here you have the particular district which concern us .',)",,,0,test,7800,0
"(""That be Baskerville Hall in the middle . ''"",)",,,0,test,7801,0
"(""`` With a wood round it ? ''"",)",,,0,test,7802,0
"('`` Exactly .',)",,,0,test,7803,0
"('I fancy the yew alley , though not mark under that name , must stretch along this line , with the moor , as you perceive , upon the right of it .',)",,,1,test,7804,1
"('This small clump of building here be the hamlet of Grimpen , where our friend Dr. Mortimer have his headquarters .',)",,,0,test,7805,0
"('Within a radius of five mile there be , as you see , only a very few scattered dwelling .',)",,,0,test,7806,0
"('Here be Lafter Hall , which be mention in the narrative .',)",,,0,test,7807,0
"('There be a house indicate here which may be the residence of the naturalist -- Stapleton , if I remember right , be his name .',)",,,0,test,7808,0
"('Here be two moorland farmhouse , High Tor and Foulmire .',)",,,0,test,7809,0
"('Then fourteen mile away the great convict prison of Princetown .',)",,,0,test,7810,0
"('Between and around these scatter point extend the desolate , lifeless moor .',)",,,1,test,7811,1
"(""This , then , be the stage upon which tragedy have be play , and upon which we may help to play it again . ''"",)",,,0,test,7812,0
"(""`` It must be a wild place . ''"",)",,,0,test,7813,0
"('`` Yes , the setting be a worthy one .',)",,,0,test,7814,0
"(""If the devil do desire to have a hand in the affair of man -- ''"",)",,,0,test,7815,0
"(""`` Then you be yourself incline to the supernatural explanation . ''"",)",,,0,test,7816,0
"(""`` The devil 's agent may be of flesh and blood , may they not ?"",)",,,0,test,7817,0
"('There be two question wait for us at the outset .',)",,,0,test,7818,0
"('The one be whether any crime have be commit at all ; the second be , what be the crime and how be it commit ?',)",,,0,test,7819,0
"(""Of course , if Dr. Mortimer 's surmise should be correct , and we be deal with force outside the ordinary law of Nature , there be an end of our investigation ."",)",,,0,test,7820,0
"('But we be bind to exhaust all other hypothesis before fall back upon this one .',)",,,0,test,7821,0
"(""I think we 'll shut that window again , if you do n't mind ."",)",,,1,test,7822,1
"('It be a singular thing , but I find that a concentrated atmosphere help a concentration of thought .',)",,,0,test,7823,0
"('I have not push it to the length of get into a box to think , but that be the logical outcome of my conviction .',)",,,1,test,7824,1
"(""Have you turn the case over in your mind ? ''"",)",,,0,test,7825,0
"(""`` Yes , I have think a good deal of it in the course of the day . ''"",)",,,0,test,7826,0
"(""`` What do you make of it ? ''"",)",,,0,test,7827,0
"(""`` It be very bewilder . ''"",)",,,0,test,7828,0
"('`` It have certainly a character of its own .',)",,,0,test,7829,0
"('There be point of distinction about it .',)",,,0,test,7830,0
"('That change in the footprint , for example .',)",,,0,test,7831,0
"(""What do you make of that ? ''"",)",,,0,test,7832,0
"(""`` Mortimer say that the man have walk on tiptoe down that portion of the alley . ''"",)",,,0,test,7833,0
"('`` He only repeat what some fool have say at the inquest .',)",,,0,test,7834,0
"(""Why should a man walk on tiptoe down the alley ? ''"",)",,,0,test,7835,0
"(""`` What then ? ''"",)",,,0,test,7836,0
"(""`` He be run , Watson -- run desperately , run for his life , run until he burst his heart -- and fall dead upon his face . ''"",)",,,0,test,7837,0
"(""`` Run from what ? ''"",)",,,0,test,7838,0
"('`` There lie our problem .',)",,,0,test,7839,0
"(""There be indication that the man be craze with fear before ever he begin to run . ''"",)",,,0,test,7840,0
"(""`` How can you say that ? ''"",)",,,0,test,7841,0
"('`` I be presume that the cause of his fear come to him across the moor .',)",,,0,test,7842,0
"('If that be so , and it seem most probable , only a man who have lose his wit would have run from the house instead of towards it .',)",,,0,test,7843,0
"(""If the gipsy 's evidence may be take as true , he run with cry for help in the direction where help be least likely to be ."",)",,,0,test,7844,0
"(""Then , again , whom be he wait for that night , and why be he wait for him in the yew alley rather than in his own house ? ''"",)",,,1,test,7845,1
"(""`` You think that he be wait for someone ? ''"",)",,,0,test,7846,0
"('`` The man be elderly and infirm .',)",,,0,test,7847,0
"('We can understand his take an evening stroll , but the ground be damp and the night inclement .',)",,,0,test,7848,0
"(""Be it natural that he should stand for five or ten minute , as Dr. Mortimer , with more practical sense than I should have give him credit for , deduce from the cigar ash ? ''"",)",,,0,test,7849,0
"(""`` But he go out every evening . ''"",)",,,0,test,7850,0
"('`` I think it unlikely that he wait at the moor-gate every evening .',)",,,1,test,7851,1
"('On the contrary , the evidence be that he avoid the moor .',)",,,1,test,7852,1
"('That night he wait there .',)",,,0,test,7853,0
"('It be the night before he make his departure for London .',)",,,0,test,7854,0
"('The thing take shape , Watson .',)",,,0,test,7855,0
"('It become coherent .',)",,,0,test,7856,0
"(""Might I ask you to hand me my violin , and we will postpone all further think upon this business until we have have the advantage of meeting Dr. Mortimer and Sir Henry Baskerville in the morning . ''"",)",,,0,test,7857,0
"('Chapter 4. Sir Henry Baskerville',)",,,0,test,7858,0
"('Our breakfast table be clear early , and Holmes wait in his dressing-gown for the promise interview .',)",,,0,test,7859,0
"('Our client be punctual to their appointment , for the clock have just strike ten when Dr. Mortimer be show up , follow by the young baronet .',)",,,0,test,7860,0
"('The latter be a small , alert , dark-eyed man about thirty year of age , very sturdily build , with thick black eyebrow and a strong , pugnacious face .',)",,,0,test,7861,0
"('He wear a ruddy-tinted tweed suit and have the weather-beaten appearance of one who have spend most of his time in the open air , and yet there be something in his steady eye and the quiet assurance of his bearing which indicate the gentleman .',)",,,0,test,7862,0
"(""`` This be Sir Henry Baskerville , '' say Dr. Mortimer ."",)",,,0,test,7863,0
"(""`` Why , yes , '' say he , `` and the strange thing be , Mr. Sherlock Holmes , that if my friend here have not propose come round to you this morning I should have come on my own account ."",)",,,1,test,7864,1
"(""I understand that you think out little puzzle , and I 've have one this morning which want more think out than I be able to give it . ''"",)",,,0,test,7865,0
"('`` Pray take a seat , Sir Henry .',)",,,0,test,7866,0
"(""Do I understand you to say that you have yourself have some remarkable experience since you arrive in London ? ''"",)",,,0,test,7867,0
"('`` Nothing of much importance , Mr. Holmes .',)",,,1,test,7868,1
"('Only a joke , as like as not .',)",,,0,test,7869,0
"(""It be this letter , if you can call it a letter , which reach me this morning . ''"",)",,,0,test,7870,0
"('He lay an envelope upon the table , and we all bent over it .',)",,,0,test,7871,0
"('It be of common quality , grayish in colour .',)",,,0,test,7872,0
"(""The address , `` Sir Henry Baskerville , Northumberland Hotel , '' be print in rough character ; the post-mark `` Charing Cross , '' and the date of post the precede evening ."",)",,,0,test,7873,0
"(""`` Who know that you be go to the Northumberland Hotel ? '' ask Holmes , glance keenly across at our visitor ."",)",,,0,test,7874,0
"('`` No one could have know .',)",,,1,test,7875,1
"(""We only decide after I meet Dr. Mortimer . ''"",)",,,0,test,7876,0
"(""`` But Dr. Mortimer be no doubt already stop there ? ''"",)",,,0,test,7877,0
"(""`` No , I have be stay with a friend , '' say the doctor ."",)",,,1,test,7878,1
"(""`` There be no possible indication that we intend to go to this hotel . ''"",)",,,1,test,7879,1
"('`` Hum !',)",,,0,test,7880,0
"(""Someone seem to be very deeply interested in your movement . ''"",)",,,0,test,7881,0
"('Out of the envelope he take a half-sheet of foolscap paper fold into four .',)",,,0,test,7882,0
"('This he open and spread flat upon the table .',)",,,0,test,7883,0
"('Across the middle of it a single sentence have be form by the expedient of paste print word upon it .',)",,,0,test,7884,0
"('It run :',)",,,0,test,7885,0
"('As you value your life or your reason keep away from the moor .',)",,,0,test,7886,0
"(""The word `` moor '' only be print in ink ."",)",,,0,test,7887,0
"(""`` Now , '' say Sir Henry Baskerville , `` perhaps you will tell me , Mr. Holmes , what in thunder be the meaning of that , and who it be that take so much interest in my affair ? ''"",)",,,0,test,7888,0
"('`` What do you make of it , Dr. Mortimer ?',)",,,0,test,7889,0
"(""You must allow that there be nothing supernatural about this , at any rate ? ''"",)",,,1,test,7890,1
"(""`` No , sir , but it might very well come from someone who be convince that the business be supernatural . ''"",)",,,1,test,7891,1
"(""`` What business ? '' ask Sir Henry sharply ."",)",,,0,test,7892,0
"(""`` It seem to me that all you gentleman know a great deal more than I do about my own affair . ''"",)",,,0,test,7893,0
"('`` You shall share our knowledge before you leave this room , Sir Henry .',)",,,0,test,7894,0
"(""I promise you that , '' say Sherlock Holmes ."",)",,,0,test,7895,0
"('`` We will confine ourselves for the present with your permission to this very interesting document , which must have be put together and post yesterday evening .',)",,,0,test,7896,0
"(""Have you yesterday 's Times , Watson ? ''"",)",,,0,test,7897,0
"(""`` It be here in the corner . ''"",)",,,0,test,7898,0
"(""`` Might I trouble you for it -- the inside page , please , with the lead article ? ''"",)",,,0,test,7899,0
"('He glance swiftly over it , run his eye up and down the column .',)",,,0,test,7900,0
"('`` Capital article this on free trade .',)",,,0,test,7901,0
"('Permit me to give you an extract from it .',)",,,0,test,7902,0
"(""` You may be cajole into imagine that your own special trade or your own industry will be encourage by a protective tariff , but it stand to reason that such legislation must in the long run keep away wealth from the country , diminish the value of our import , and low the general condition of life in this island . '"",)",,,0,test,7903,0
"(""`` What do you think of that , Watson ? '' cry Holmes in high glee , rub his hand together with satisfaction ."",)",,,0,test,7904,0
"(""`` Do n't you think that be an admirable sentiment ? ''"",)",,,0,test,7905,0
"('Dr. Mortimer look at Holmes with an air of professional interest , and Sir Henry Baskerville turn a pair of puzzle dark eye upon me .',)",,,0,test,7906,0
"(""`` I do n't know much about the tariff and thing of that kind , '' say he , `` but it seem to me we 've get a bit off the trail so far as that note be concern . ''"",)",,,1,test,7907,1
"('`` On the contrary , I think we be particularly hot upon the trail , Sir Henry .',)",,,0,test,7908,0
"(""Watson here know more about my method than you do , but I fear that even he have not quite grasp the significance of this sentence . ''"",)",,,1,test,7909,1
"(""`` No , I confess that I see no connection . ''"",)",,,1,test,7910,1
"('`` And yet , my dear Watson , there be so very close a connection that the one be extract out of the other .',)",,,0,test,7911,0
"(""` You , ' ` your , ' ` your , ' ` life , ' ` reason , ' ` value , ' ` keep away , ' ` from the . '"",)",,,0,test,7912,0
"(""Do n't you see now whence these word have be take ? ''"",)",,,0,test,7913,0
"(""`` By thunder , you 're right !"",)",,,0,test,7914,0
"(""Well , if that be n't smart ! '' cry Sir Henry ."",)",,,1,test,7915,1
"(""`` If any possible doubt remain it be settle by the fact that ` keep away ' and ` from the ' be cut out in one piece . ''"",)",,,0,test,7916,0
"(""`` Well , now -- so it be ! ''"",)",,,0,test,7917,0
"(""`` Really , Mr. Holmes , this exceed anything which I could have imagine , '' say Dr. Mortimer , gaze at my friend in amazement ."",)",,,0,test,7918,0
"('`` I could understand anyone say that the word be from a newspaper ; but that you should name which , and add that it come from the lead article , be really one of the most remarkable thing which I have ever know .',)",,,0,test,7919,0
"(""How do you do it ? ''"",)",,,0,test,7920,0
"(""`` I presume , Doctor , that you could tell the skull of a negro from that of an Esquimau ? ''"",)",,,0,test,7921,0
"(""`` Most certainly . ''"",)",,,0,test,7922,0
"(""`` But how ? ''"",)",,,0,test,7923,0
"('`` Because that be my special hobby .',)",,,0,test,7924,0
"('The difference be obvious .',)",,,0,test,7925,0
"(""The supra-orbital crest , the facial angle , the maxillary curve , the -- ''"",)",,,0,test,7926,0
"('`` But this be my special hobby , and the difference be equally obvious .',)",,,0,test,7927,0
"('There be as much difference to my eye between the leaded bourgeois type of a Times article and the slovenly print of an evening half-penny paper as there could be between your negro and your Esquimau .',)",,,0,test,7928,0
"('The detection of type be one of the most elementary branch of knowledge to the special expert in crime , though I confess that once when I be very young I confuse the Leeds Mercury with the Western Morning News .',)",,,0,test,7929,0
"('But a Times leader be entirely distinctive , and these word could have be take from nothing else .',)",,,1,test,7930,1
"(""As it be do yesterday the strong probability be that we should find the word in yesterday 's issue . ''"",)",,,0,test,7931,0
"(""`` So far as I can follow you , then , Mr. Holmes , '' say Sir Henry Baskerville , `` someone cut out this message with a scissor -- ''"",)",,,0,test,7932,0
"(""`` Nail-scissors , '' say Holmes ."",)",,,0,test,7933,0
"(""`` You can see that it be a very short-bladed scissor , since the cutter have to take two snip over ` keep away . ' ''"",)",,,0,test,7934,0
"('`` That be so .',)",,,0,test,7935,0
"(""Someone , then , cut out the message with a pair of short-bladed scissor , paste it with paste -- ''"",)",,,0,test,7936,0
"(""`` Gum , '' say Holmes ."",)",,,0,test,7937,0
"('`` With gum on to the paper .',)",,,0,test,7938,0
"(""But I want to know why the word ` moor ' should have be write ? ''"",)",,,0,test,7939,0
"('`` Because he could not find it in print .',)",,,1,test,7940,1
"(""The other word be all simple and might be find in any issue , but ` moor ' would be less common . ''"",)",,,0,test,7941,0
"('`` Why , of course , that would explain it .',)",,,0,test,7942,0
"(""Have you read anything else in this message , Mr. Holmes ? ''"",)",,,0,test,7943,0
"('`` There be one or two indication , and yet the utmost pain have be take to remove all clue .',)",,,0,test,7944,0
"('The address , you observe be print in rough character .',)",,,0,test,7945,0
"('But the Times be a paper which be seldom find in any hand but those of the highly educate .',)",,,0,test,7946,0
"('We may take it , therefore , that the letter be compose by an educate man who wish to pose as an uneducated one , and his effort to conceal his own writing suggest that that writing might be know , or come to be know , by you .',)",,,1,test,7947,1
"('Again , you will observe that the word be not gum on in an accurate line , but that some be much high than other .',)",,,1,test,7948,1
"(""` Life , ' for example be quite out of its proper place ."",)",,,0,test,7949,0
"('That may point to carelessness or it may point to agitation and hurry upon the part of the cutter .',)",,,1,test,7950,1
"('On the whole I incline to the latter view , since the matter be evidently important , and it be unlikely that the composer of such a letter would be careless .',)",,,1,test,7951,1
"('If he be in a hurry it open up the interesting question why he should be in a hurry , since any letter post up to early morning would reach Sir Henry before he would leave his hotel .',)",,,0,test,7952,0
"(""Do the composer fear an interruption -- and from whom ? ''"",)",,,0,test,7953,0
"(""`` We be come now rather into the region of guesswork , '' say Dr. Mortimer ."",)",,,0,test,7954,0
"('`` Say , rather , into the region where we balance probability and choose the most likely .',)",,,0,test,7955,0
"('It be the scientific use of the imagination , but we have always some material basis on which to start our speculation .',)",,,0,test,7956,0
"(""Now , you would call it a guess , no doubt , but I be almost certain that this address have be write in a hotel . ''"",)",,,0,test,7957,0
"(""`` How in the world can you say that ? ''"",)",,,0,test,7958,0
"('`` If you examine it carefully you will see that both the pen and the ink have give the writer trouble .',)",,,0,test,7959,0
"('The pen have splutter twice in a single word and have run dry three time in a short address , show that there be very little ink in the bottle .',)",,,0,test,7960,0
"('Now , a private pen or ink-bottle be seldom allow to be in such a state , and the combination of the two must be quite rare .',)",,,0,test,7961,0
"('But you know the hotel ink and the hotel pen , where it be rare to get anything else .',)",,,0,test,7962,0
"('Yes , I have very little hesitation in say that could we examine the waste-paper basket of the hotel around Charing Cross until we find the remain of the mutilate Times leader we could lay our hand straight upon the person who send this singular message .',)",,,0,test,7963,0
"('Halloa !',)",,,0,test,7964,0
"('Halloa !',)",,,0,test,7965,0
"(""What ' this ? ''"",)",,,0,test,7966,0
"('He be carefully examine the foolscap , upon which the word be paste , hold it only an inch or two from his eye .',)",,,0,test,7967,0
"(""`` Well ? ''"",)",,,0,test,7968,0
"(""`` Nothing , '' say he , throw it down ."",)",,,1,test,7969,1
"('`` It be a blank half-sheet of paper , without even a water-mark upon it .',)",,,1,test,7970,1
"(""I think we have draw as much as we can from this curious letter ; and now , Sir Henry , have anything else of interest happen to you since you have be in London ? ''"",)",,,0,test,7971,0
"('`` Why , no , Mr. Holmes .',)",,,1,test,7972,1
"(""I think not . ''"",)",,,1,test,7973,1
"(""`` You have not observe anyone follow or watch you ? ''"",)",,,1,test,7974,1
"(""`` I seem to have walk right into the thick of a dime novel , '' say our visitor ."",)",,,0,test,7975,0
"(""`` Why in thunder should anyone follow or watch me ? ''"",)",,,0,test,7976,0
"('`` We be come to that .',)",,,0,test,7977,0
"(""You have nothing else to report to us before we go into this matter ? ''"",)",,,1,test,7978,1
"(""`` Well , it depend upon what you think worth reporting . ''"",)",,,0,test,7979,0
"(""`` I think anything out of the ordinary routine of life well worth reporting . ''"",)",,,0,test,7980,0
"('Sir Henry smile .',)",,,0,test,7981,0
"(""`` I do n't know much of British life yet , for I have spend nearly all my time in the States and in Canada ."",)",,,1,test,7982,1
"(""But I hope that to lose one of your boot be not part of the ordinary routine of life over here . ''"",)",,,1,test,7983,1
"(""`` You have lose one of your boot ? ''"",)",,,0,test,7984,0
"(""`` My dear sir , '' cry Dr. Mortimer , `` it be only mislaid ."",)",,,0,test,7985,0
"('You will find it when you return to the hotel .',)",,,0,test,7986,0
"(""What be the use of trouble Mr. Holmes with trifle of this kind ? ''"",)",,,0,test,7987,0
"(""`` Well , he ask me for anything outside the ordinary routine . ''"",)",,,0,test,7988,0
"(""`` Exactly , '' say Holmes , `` however foolish the incident may seem ."",)",,,0,test,7989,0
"(""You have lose one of your boot , you say ? ''"",)",,,0,test,7990,0
"('`` Well , mislay it , anyhow .',)",,,0,test,7991,0
"('I put them both outside my door last night , and there be only one in the morning .',)",,,0,test,7992,0
"('I could get no sense out of the chap who clean them .',)",,,1,test,7993,1
"(""The worst of it be that I only buy the pair last night in the Strand , and I have never have them on . ''"",)",,,1,test,7994,1
"(""`` If you have never wear them , why do you put them out to be clean ? ''"",)",,,1,test,7995,1
"('`` They be tan boot and have never be varnish .',)",,,1,test,7996,1
"(""That be why I put them out . ''"",)",,,0,test,7997,0
"(""`` Then I understand that on your arrival in London yesterday you go out at once and buy a pair of boot ? ''"",)",,,0,test,7998,0
"('`` I do a good deal of shopping .',)",,,0,test,7999,0
"('Dr. Mortimer here go round with me .',)",,,0,test,8000,0
"('You see , if I be to be squire down there I must dress the part , and it may be that I have get a little careless in my way out West .',)",,,1,test,8001,1
"(""Among other thing I buy these brown boot -- give six dollar for them -- and have one steal before ever I have them on my foot . ''"",)",,,0,test,8002,0
"(""`` It seem a singularly useless thing to steal , '' say Sherlock Holmes ."",)",,,1,test,8003,1
"(""`` I confess that I share Dr. Mortimer 's belief that it will not be long before the missing boot be find . ''"",)",,,1,test,8004,1
"(""`` And , now , gentleman , '' say the baronet with decision , `` it seem to me that I have speak quite enough about the little that I know ."",)",,,0,test,8005,0
"(""It be time that you keep your promise and give me a full account of what we be all drive at . ''"",)",,,0,test,8006,0
"(""`` Your request be a very reasonable one , '' Holmes answer ."",)",,,0,test,8007,0
"(""`` Dr. Mortimer , I think you could not do good than to tell your story as you tell it to us . ''"",)",,,1,test,8008,1
"('Thus encouraged , our scientific friend draw his paper from his pocket and present the whole case as he have do upon the morning before .',)",,,0,test,8009,0
"('Sir Henry Baskerville listen with the deep attention and with an occasional exclamation of surprise .',)",,,0,test,8010,0
"(""`` Well , I seem to have come into an inheritance with a vengeance , '' say he when the long narrative be finish ."",)",,,0,test,8011,0
"(""`` Of course , I 've hear of the hound ever since I be in the nursery ."",)",,,0,test,8012,0
"(""It ' the pet story of the family , though I never think of take it seriously before ."",)",,,1,test,8013,1
"(""But as to my uncle 's death -- well , it all seem boil up in my head , and I ca n't get it clear yet ."",)",,,1,test,8014,1
"(""You do n't seem quite to have make up your mind whether it ' a case for a policeman or a clergyman . ''"",)",,,1,test,8015,1
"(""`` Precisely . ''"",)",,,0,test,8016,0
"(""`` And now there ' this affair of the letter to me at the hotel ."",)",,,0,test,8017,0
"(""I suppose that fit into its place . ''"",)",,,0,test,8018,0
"(""`` It seem to show that someone know more than we do about what go on upon the moor , '' say Dr. Mortimer ."",)",,,0,test,8019,0
"(""`` And also , '' say Holmes , `` that someone be not ill-disposed towards you , since they warn you of danger . ''"",)",,,1,test,8020,1
"(""`` Or it may be that they wish , for their own purpose , to scare me away . ''"",)",,,0,test,8021,0
"('`` Well , of course , that be possible also .',)",,,0,test,8022,0
"('I be very much indebte to you , Dr. Mortimer , for introduce me to a problem which present several interesting alternative .',)",,,0,test,8023,0
"(""But the practical point which we now have to decide , Sir Henry , be whether it be or be not advisable for you to go to Baskerville Hall . ''"",)",,,1,test,8024,1
"(""`` Why should I not go ? ''"",)",,,1,test,8025,1
"(""`` There seem to be danger . ''"",)",,,0,test,8026,0
"(""`` Do you mean danger from this family fiend or do you mean danger from human being ? ''"",)",,,0,test,8027,0
"(""`` Well , that be what we have to find out . ''"",)",,,0,test,8028,0
"('`` Whichever it be , my answer be fix .',)",,,0,test,8029,0
"(""There be no devil in hell , Mr. Holmes , and there be no man upon earth who can prevent me from go to the home of my own people , and you may take that to be my final answer . ''"",)",,,1,test,8030,1
"('His dark brow knit and his face flush to a dusky red as he speak .',)",,,0,test,8031,0
"('It be evident that the fiery temper of the Baskervilles be not extinct in this their last representative .',)",,,1,test,8032,1
"(""`` Meanwhile , '' say he , `` I have hardly have time to think over all that you have tell me ."",)",,,0,test,8033,0
"(""It ' a big thing for a man to have to understand and to decide at one sitting ."",)",,,0,test,8034,0
"('I should like to have a quiet hour by myself to make up my mind .',)",,,0,test,8035,0
"(""Now , look here , Mr. Holmes , it ' half-past eleven now and I be go back right away to my hotel ."",)",,,0,test,8036,0
"('Suppose you and your friend , Dr. Watson , come round and lunch with us at two .',)",,,0,test,8037,0
"(""I 'll be able to tell you more clearly then how this thing strike me . ''"",)",,,0,test,8038,0
